,id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,job_satisfaction_rate
3158,322287,purchasing,junior,medium,3,no,no,4,26400,0.81
3159,482779,sales,middle,low,6,no,no,4,28800,0.78
3160,347193,hr,junior,low,1,no,no,3,19200,0.41
3161,613300,technology,junior,low,1,no,no,3,22800,0.37
3162,880971,sales,middle,medium,8,no,no,3,38400,0.47
3163,168482,sales,junior,medium,1,no,no,4,28800,0.73
3164,594476,sales,middle,low,4,no,no,4,19200,0.43
3165,264880,sales,junior,medium,2,no,no,4,27600,0.89
3166,377817,purchasing,senior,medium,5,no,no,4,52800,0.73
3167,615794,marketing,junior,medium,1,no,yes,4,31200,0.44
3168,763263,sales,middle,low,7,no,no,4,28800,0.89
3169,650983,marketing,junior,medium,2,no,no,3,31200,0.45
3170,212383,marketing,middle,medium,8,no,yes,3,44400,0.39
3171,410087,sales,junior,high,1,no,no,3,37200,0.72
3172,675943,sales,middle,medium,5,no,no,4,38400,0.76
3173,502298,sales,middle,medium,10,no,no,5,33600,0.63
3174,311046,hr,junior,medium,5,no,no,2,22800,0.3
3175,166844,sales,middle,medium,3,no,no,4,33600,0.44
3176,114519,sales,middle,low,8,no,no,3,27600,0.58
3177,321286,sales,junior,medium,1,no,no,1,24000,0.29
3178,585770,purchasing,senior,high,2,no,no,4,79200,0.68
3179,711805,sales,junior,medium,1,no,no,5,22800,0.46
3180,984534,purchasing,middle,medium,7,no,no,2,33600,0.3
3181,883524,hr,junior,low,1,no,no,3,12000,0.2
3182,665778,sales,senior,medium,1,no,no,4,51600,0.63
3183,447552,hr,junior,medium,1,no,no,4,24000,0.47
3184,951741,sales,middle,high,7,no,no,4,57600,0.81
3185,239861,sales,middle,high,6,no,no,5,48000,0.7
3186,594574,sales,middle,medium,5,no,no,4,38400,0.77
3187,267704,sales,junior,medium,1,no,no,4,25200,0.62
3188,435110,marketing,junior,medium,3,no,no,3,31200,0.56
3189,105199,technology,junior,medium,1,no,no,3,33600,0.25
3190,936971,purchasing,junior,medium,4,no,no,4,25200,0.77
3191,697547,purchasing,senior,high,8,no,no,5,66000,0.73
3192,125644,hr,junior,medium,1,no,no,2,25200,0.12
3193,806039,hr,senior,high,10,no,yes,4,73200,0.52
3194,173740,hr,junior,low,5,no,no,1,19200,0.55
3195,562108,sales,middle,high,3,no,no,1,45600,0.2
3196,216901,sales,middle,high,5,no,yes,3,46800,0.15
3197,654640,purchasing,middle,medium,4,no,no,2,32400,0.13
3198,342013,purchasing,middle,high,3,yes,no,2,56400,0.58
3199,738891,purchasing,junior,low,1,no,no,4,13200,0.51
3200,479132,sales,junior,medium,1,no,no,3,20400,0.24
3201,631489,purchasing,middle,high,5,no,yes,2,46800,0.2
3202,253313,hr,middle,medium,6,no,no,4,40800,0.8
3203,142090,technology,junior,low,1,no,no,3,22800,0.27
3204,167149,marketing,middle,medium,7,no,yes,4,36000,0.54
3205,634925,hr,senior,medium,7,no,no,4,61200,0.8
3206,331621,purchasing,middle,low,2,no,yes,1,27600,0.22
3207,807659,sales,middle,low,3,no,no,3,24000,0.39
3208,558355,technology,junior,medium,1,no,no,1,30000,0.2
3209,852871,sales,junior,low,2,no,no,2,14400,0.31
3210,507817,hr,junior,medium,1,no,yes,3,30000,0.15
3211,492920,technology,junior,medium,4,no,no,3,33600,0.52
3212,294445,technology,junior,low,4,no,no,5,15600,0.72
3213,124982,sales,senior,high,10,no,no,3,69600,0.4
3214,445738,hr,junior,medium,3,no,no,3,22800,0.26
3215,167359,sales,junior,medium,2,no,no,3,21600,0.33
3216,660428,technology,middle,high,6,yes,no,3,60000,0.66
3217,716225,hr,junior,medium,2,no,no,4,24000,0.65
3218,804823,marketing,junior,medium,2,no,no,5,27600,0.87
3219,188415,sales,middle,medium,7,no,no,4,43200,0.87
3220,389369,sales,middle,high,7,no,no,4,48000,0.63
3221,564479,hr,middle,medium,5,yes,no,1,38400,0.52
3222,354643,technology,junior,medium,2,no,no,3,34800,0.5
3223,235421,purchasing,junior,medium,1,no,no,4,28800,0.63
3224,254538,technology,middle,low,5,no,no,4,28800,0.75
3225,785345,marketing,middle,medium,7,no,no,4,48000,0.78
3226,386398,sales,junior,medium,2,no,no,4,21600,0.69
3227,847417,technology,junior,low,1,no,no,1,18000,0.17
3228,468340,marketing,middle,medium,3,no,no,5,36000,0.55
3229,286730,hr,middle,high,5,no,no,4,50400,0.69
3230,811598,sales,middle,medium,3,no,no,3,43200,0.32
3231,177899,technology,senior,low,9,no,no,3,38400,0.37
3232,648052,sales,middle,high,2,no,no,3,48000,0.15
3233,108289,sales,middle,low,5,no,no,5,28800,0.88
3234,135537,marketing,junior,low,1,no,no,4,16800,0.82
3235,708080,marketing,junior,low,2,no,no,2,13200,0.28
3236,218300,sales,junior,medium,2,no,no,5,25200,0.83
3237,833146,technology,middle,low,4,no,no,3,27600,0.14
3238,701566,hr,junior,low,3,no,yes,4,13200,0.52
3239,243490,purchasing,senior,high,4,no,no,4,79200,0.68
3240,973483,purchasing,middle,medium,8,no,no,4,44400,0.89
3241,553543,sales,junior,low,2,no,no,4,19200,0.85
3242,879230,sales,junior,medium,4,no,no,3,21600,0.36
3243,883203,technology,junior,medium,1,no,no,3,30000,0.24
3244,658000,sales,junior,low,3,no,no,2,12000,0.28
3245,700061,sales,middle,low,2,no,no,2,22800,0.18
3246,798089,technology,junior,low,2,no,no,4,19200,0.83
3247,563734,purchasing,junior,low,2,no,no,5,20400,0.89
3248,351525,technology,junior,high,4,no,no,3,37200,0.33
3249,875175,sales,senior,high,8,no,yes,3,76800,0.36
3250,451006,purchasing,middle,medium,4,no,no,4,34800,0.46
3251,243107,technology,middle,medium,6,no,yes,3,39600,0.17
3252,600975,hr,middle,medium,7,no,no,4,45600,0.77
3253,999264,technology,junior,low,2,no,yes,4,22800,0.73
3254,715545,sales,middle,high,4,no,no,3,50400,0.18
3255,840114,technology,middle,medium,7,no,no,4,51600,0.8
3256,827518,sales,middle,medium,2,no,no,4,33600,0.51
3257,645775,marketing,middle,medium,2,no,no,3,40800,0.36
3258,841572,purchasing,junior,medium,2,no,no,1,25200,0.47
3259,474124,hr,junior,low,3,no,no,2,13200,0.28
3260,144346,purchasing,junior,medium,2,no,no,4,28800,0.81
3261,526107,sales,middle,medium,5,no,no,4,38400,0.75
3262,965809,technology,junior,low,2,no,yes,2,18000,0.17
3263,216913,sales,middle,low,5,no,no,3,24000,0.51
3264,451349,sales,junior,medium,4,no,yes,3,24000,0.33
3265,582790,hr,junior,medium,1,no,yes,2,22800,0.05
3266,932118,technology,senior,medium,4,no,no,5,72000,0.63
3267,597853,sales,junior,medium,1,no,no,3,24000,0.29
3268,549861,hr,junior,medium,1,no,no,4,30000,0.72
3269,940849,sales,junior,medium,1,no,no,4,24000,0.68
3270,466582,hr,middle,low,3,no,no,5,30000,0.59
3271,921941,sales,middle,medium,10,no,no,2,37200,0.41
3272,837837,hr,junior,high,1,no,yes,3,32400,0.09
3273,518938,purchasing,middle,low,4,no,no,3,19200,0.1
3274,907143,hr,junior,medium,2,no,no,5,31200,0.88
3275,316876,sales,junior,high,1,no,no,3,36000,0.68
3276,908178,sales,middle,medium,6,no,no,4,38400,0.78
3277,286934,sales,middle,medium,5,no,no,5,38400,0.88
3278,931763,sales,middle,low,9,no,no,4,24000,0.81
3279,600407,sales,junior,low,1,no,no,5,12000,0.52
3280,465767,purchasing,junior,medium,3,no,no,3,22800,0.32
3281,997136,technology,senior,low,9,no,no,4,39600,0.9
3282,599302,sales,junior,low,1,no,no,4,18000,0.61
3283,580737,technology,junior,medium,2,no,no,4,36000,0.79
3284,256953,sales,middle,medium,5,no,no,4,38400,0.84
3285,262528,purchasing,junior,medium,1,no,no,5,28800,0.74
3286,642786,sales,middle,low,4,no,no,4,28800,0.63
3287,157851,technology,junior,medium,4,no,no,4,27600,0.63
3288,882831,purchasing,middle,high,7,no,yes,3,54000,0.42
3289,949166,purchasing,junior,medium,1,no,no,4,22800,0.56
3290,658645,technology,junior,low,4,no,no,3,18000,0.28
3291,771817,sales,junior,low,1,no,no,3,15600,0.33
3292,841372,technology,junior,medium,1,no,no,4,34800,0.72
3293,328531,technology,junior,medium,4,no,no,4,31200,0.75
3294,769227,technology,junior,medium,1,no,no,4,34800,0.64
3295,128920,technology,middle,medium,8,no,no,2,50400,0.5
3296,772554,technology,junior,low,1,no,no,4,15600,0.52
3297,852155,marketing,middle,high,1,no,no,4,52800,0.46
3298,771153,marketing,middle,medium,7,no,no,4,37200,0.66
3299,320501,marketing,middle,high,5,no,no,3,61200,0.55
3300,351091,marketing,middle,low,8,no,yes,4,20400,0.58
3301,509866,purchasing,junior,medium,1,no,yes,3,25200,0.22
3302,835479,purchasing,senior,high,2,no,no,4,80400,0.63
3303,485850,hr,senior,high,7,no,no,4,81600,0.78
3304,501458,sales,junior,low,3,no,no,5,12000,0.68
3305,802162,sales,junior,low,3,no,no,4,19200,0.8
3306,311972,technology,junior,low,1,no,no,4,15600,0.45
3307,243133,purchasing,junior,medium,3,no,no,3,28800,0.57
3308,944130,purchasing,middle,medium,4,no,yes,3,33600,0.21
3309,402409,sales,middle,medium,5,no,no,4,33600,0.69
3310,773762,hr,junior,medium,2,no,no,3,28800,0.52
3311,441151,marketing,junior,medium,2,no,yes,3,27600,0.39
3312,131355,sales,senior,medium,6,no,no,3,44400,0.19
3313,773522,technology,junior,low,1,no,no,5,19200,0.65
3314,151226,purchasing,middle,medium,4,no,no,5,34800,0.48
3315,974435,hr,junior,medium,1,no,no,5,27600,0.65
3316,517964,sales,junior,medium,3,no,no,3,25200,0.55
3317,138858,purchasing,junior,low,2,no,yes,3,12000,0.15
3318,443505,technology,junior,low,3,no,no,4,24000,0.9
3319,335887,purchasing,junior,high,2,no,no,3,31200,0.32
3320,767328,technology,middle,low,9,no,no,2,33600,0.43
3321,466755,sales,middle,medium,7,no,no,1,32400,0.38
3322,275495,purchasing,middle,low,4,no,yes,4,24000,0.49
3323,154704,sales,middle,medium,3,no,no,4,33600,0.49
3324,896181,hr,middle,low,5,no,no,2,19200,0.26
3325,246903,technology,junior,medium,1,no,no,4,27600,0.47
3326,774291,purchasing,junior,medium,1,no,no,5,30000,0.63
3327,377336,technology,junior,low,2,no,no,3,14400,0.34
3328,519813,sales,junior,medium,3,no,no,4,25200,0.79
3329,938294,purchasing,middle,medium,5,no,yes,3,44400,0.43
3330,125735,marketing,junior,low,1,no,no,4,13200,0.63
3331,252174,sales,senior,low,9,no,no,3,31200,0.32
3332,739961,marketing,junior,low,3,no,no,4,13200,0.68
3333,282394,sales,senior,medium,10,no,no,4,51600,0.81
3334,526835,sales,middle,medium,5,no,no,2,42000,0.57
3335,330140,sales,middle,low,4,yes,no,4,19200,0.65
3336,948198,sales,middle,high,5,no,yes,3,45600,0.16
3337,633548,hr,junior,low,1,no,no,5,16800,0.6
3338,342336,purchasing,junior,medium,1,no,no,4,22800,0.44
3339,102496,sales,middle,medium,3,no,no,5,39600,0.71
3340,432819,technology,middle,low,7,no,no,5,22800,0.65
3341,540390,sales,junior,low,2,no,no,5,12000,0.67
3342,534713,technology,junior,low,3,no,no,4,22800,0.85
3343,564411,sales,junior,medium,2,no,no,4,21600,0.69
3344,328419,sales,junior,medium,3,no,no,4,27600,0.84
3345,382643,purchasing,middle,medium,3,no,no,4,44400,0.68
3346,479607,hr,middle,medium,6,no,no,4,40800,0.83
3347,501440,sales,junior,medium,1,no,no,4,21600,0.57
3348,296367,sales,junior,medium,1,no,no,4,25200,0.65
3349,588115,marketing,junior,medium,4,no,no,4,27600,0.77
3350,640900,technology,junior,medium,2,no,no,3,30000,0.36
3351,582297,marketing,senior,low,7,no,no,4,27600,0.59
3352,156061,hr,junior,medium,2,no,no,3,26400,0.47
3353,323656,marketing,middle,medium,6,no,yes,3,45600,0.38
3354,700484,sales,middle,medium,7,no,no,5,43200,0.75
3355,532034,purchasing,middle,low,2,no,no,3,24000,0.29
3356,763669,technology,senior,low,2,no,no,2,45600,0.31
3357,186641,technology,middle,low,8,no,no,4,34800,0.8
3358,453725,technology,middle,medium,5,no,no,3,44400,0.31
3359,287029,hr,middle,medium,3,no,no,4,34800,0.42
3360,901311,sales,junior,medium,4,no,no,3,27600,0.51
3361,528078,marketing,junior,low,2,no,no,4,20400,0.75
3362,386251,marketing,junior,medium,3,no,no,5,32400,0.78
3363,480774,technology,middle,medium,4,no,no,3,39600,0.15
3364,466778,hr,middle,low,6,no,no,3,19200,0.47
3365,383123,sales,junior,low,1,no,no,5,19200,0.74
3366,447617,marketing,senior,medium,6,no,no,5,49200,0.55
3367,185080,sales,middle,medium,6,no,yes,4,33600,0.53
3368,941351,marketing,middle,low,7,no,no,4,20400,0.67
3369,969784,sales,junior,low,1,no,no,2,18000,0.37
3370,814374,marketing,junior,low,1,no,no,4,16800,0.76
3371,216696,technology,junior,medium,2,no,no,5,26400,0.68
3372,304665,hr,middle,medium,7,no,no,3,34800,0.46
3373,792578,technology,middle,high,1,no,no,3,61200,0.27
3374,866957,technology,middle,medium,6,no,no,3,43200,0.32
3375,545058,hr,middle,low,9,no,no,2,19200,0.34
3376,444903,hr,middle,medium,7,no,no,4,46800,0.85
3377,850399,technology,junior,low,1,no,no,3,15600,0.15
3378,432478,sales,middle,high,9,no,no,4,58800,0.86
3379,438783,sales,junior,medium,2,no,no,4,27600,0.84
3380,752381,marketing,junior,low,1,no,no,5,16800,0.79
3381,368058,technology,junior,high,1,no,no,4,43200,0.7
3382,651944,purchasing,middle,high,3,no,no,5,55200,0.73
3383,310623,sales,middle,medium,4,yes,no,3,38400,0.51
3384,320826,marketing,middle,low,9,no,no,4,20400,0.67
3385,984064,hr,senior,low,5,no,no,3,38400,0.69
3386,103565,purchasing,junior,high,1,no,no,3,38400,0.27
3387,524135,hr,middle,medium,4,no,no,1,33600,0.1
3388,325823,technology,junior,medium,2,no,no,4,31200,0.81
3389,178113,marketing,middle,low,2,yes,no,4,20400,0.72
3390,944246,hr,junior,medium,1,no,no,3,22800,0.14
3391,464700,sales,junior,low,1,no,no,4,18000,0.62
3392,961737,hr,senior,medium,1,no,no,3,45600,0.14
3393,226470,marketing,junior,medium,2,no,no,2,22800,0.4
3394,122260,technology,middle,medium,6,no,no,4,39600,0.64
3395,731991,purchasing,middle,high,5,no,no,3,46800,0.46
3396,367602,hr,junior,medium,1,no,no,3,22800,0.18
3397,815638,marketing,middle,medium,5,no,yes,2,39600,0.11
3398,574404,purchasing,junior,medium,2,no,no,3,22800,0.28
3399,604334,hr,junior,low,1,no,no,1,12000,0.24
3400,301062,technology,middle,low,10,no,no,4,34800,0.77
3401,986103,technology,middle,high,6,yes,yes,3,56400,0.46
3402,747445,sales,junior,medium,4,no,no,5,28800,0.88
3403,820818,technology,middle,medium,8,no,no,4,45600,0.89
3404,819988,sales,middle,medium,6,no,no,5,44400,0.76
3405,213415,technology,junior,medium,1,no,no,4,31200,0.63
3406,888815,sales,middle,medium,8,no,no,5,38400,0.84
3407,644320,technology,junior,medium,3,no,no,3,26400,0.38
3408,699685,sales,middle,medium,5,yes,no,4,43200,0.97
3409,506172,technology,middle,low,7,no,no,3,21600,0.35
3410,226594,sales,middle,medium,8,no,no,1,31200,0.35
3411,528349,purchasing,junior,medium,1,no,no,4,28800,0.67
3412,421692,technology,middle,low,5,no,no,5,28800,0.8
3413,239049,sales,middle,medium,8,no,no,2,40800,0.52
3414,190706,technology,junior,medium,2,no,no,3,26400,0.4
3415,764291,marketing,senior,medium,10,no,no,3,46800,0.4
3416,541406,purchasing,senior,medium,10,no,no,5,48000,0.71
3417,695655,hr,junior,medium,3,no,no,3,21600,0.27
3418,566403,hr,junior,medium,1,no,no,3,30000,0.36
3419,942649,sales,middle,medium,2,no,no,5,39600,0.65
3420,774011,sales,junior,medium,1,no,no,5,25200,0.65
3421,244937,marketing,junior,medium,1,no,no,4,27600,0.63
3422,835557,purchasing,junior,low,1,no,no,3,15600,0.38
3423,523776,technology,middle,low,4,no,no,4,34800,0.59
3424,224578,technology,junior,medium,2,no,no,4,34800,0.89
3425,776643,purchasing,junior,medium,2,no,no,3,21600,0.37
3426,929467,hr,junior,medium,3,no,no,5,30000,0.82
3427,949765,sales,middle,high,6,no,no,5,49200,0.74
3428,432951,technology,middle,low,4,no,yes,3,27600,0.09
3429,817652,sales,middle,medium,6,no,no,4,38400,0.91
3430,332068,marketing,junior,low,2,no,no,4,20400,0.75
3431,718153,technology,junior,low,1,no,no,4,22800,0.66
3432,942848,sales,middle,medium,5,no,no,4,33600,0.6
3433,817040,technology,junior,low,2,no,no,3,18000,0.39
3434,528438,marketing,junior,medium,2,no,no,4,24000,0.69
3435,625385,sales,middle,medium,4,no,yes,2,32400,0.06
3436,738838,purchasing,middle,medium,5,no,no,4,39600,0.76
3437,181814,sales,middle,medium,6,no,no,5,44400,0.87
3438,610215,marketing,middle,high,9,no,no,3,62400,0.44
3439,239698,technology,junior,high,2,no,no,4,43200,0.85
3440,150502,sales,junior,low,1,no,no,4,12000,0.54
3441,755319,purchasing,junior,medium,4,no,no,2,25200,0.52
3442,641790,technology,middle,medium,10,no,no,4,51600,0.86
3443,759772,technology,middle,low,6,no,no,4,33600,0.77
3444,168975,hr,junior,low,2,no,no,4,16800,0.77
3445,240887,sales,middle,medium,3,no,no,3,32400,0.18
3446,775658,sales,senior,medium,9,no,no,3,56400,0.54
3447,287112,purchasing,junior,medium,1,no,no,4,22800,0.57
3448,381557,sales,junior,medium,1,no,no,5,22800,0.53
3449,864907,sales,middle,high,5,no,no,4,49200,0.64
3450,600481,sales,middle,high,4,no,no,4,48000,0.47
3451,632683,sales,junior,high,5,no,yes,3,30000,0.4
3452,901845,technology,junior,low,2,no,no,5,19200,0.8
3453,882516,hr,middle,medium,8,no,no,3,38400,0.43
3454,194955,sales,junior,medium,2,no,no,4,21600,0.66
3455,411262,technology,middle,medium,5,no,no,3,43200,0.35
3456,909143,sales,middle,medium,4,no,yes,3,31200,0.09
3457,371703,technology,senior,medium,5,no,no,3,72000,0.41
3458,437486,sales,senior,high,9,no,no,4,79200,0.8
3459,357721,hr,middle,high,7,no,no,5,55200,0.89
3460,941565,sales,junior,medium,1,no,no,1,20400,0.12
3461,546721,marketing,senior,high,5,no,no,2,79200,0.28
3462,209957,technology,senior,low,2,no,no,4,46800,0.73
3463,776157,technology,middle,medium,6,no,no,4,51600,0.87
3464,623254,sales,junior,medium,4,no,no,3,24000,0.49
3465,429012,technology,middle,medium,8,no,no,5,52800,0.92
3466,493344,sales,senior,low,10,no,yes,3,37200,0.25
3467,945087,purchasing,junior,low,1,no,no,4,19200,0.64
3468,218556,technology,middle,high,9,no,no,4,62400,0.77
3469,910799,marketing,senior,low,10,no,no,3,33600,0.46
3470,593059,technology,middle,medium,1,no,no,4,39600,0.53
3471,922208,marketing,middle,medium,10,no,no,5,46800,0.9
3472,362678,marketing,middle,low,6,no,yes,1,24000,0.24
3473,962920,purchasing,senior,high,8,no,no,3,79200,0.53
3474,464737,purchasing,middle,low,1,yes,no,4,24000,0.76
3475,389793,technology,middle,medium,6,no,no,3,38400,0.36
3476,404884,technology,middle,low,4,no,yes,4,28800,0.51
3477,198080,marketing,middle,high,2,no,no,4,57600,0.59
3478,443764,sales,junior,medium,1,no,no,5,28800,0.61
3479,957270,sales,junior,low,3,no,no,3,15600,0.48
3480,333715,technology,junior,low,1,no,no,2,21600,0.4
3481,382636,sales,junior,medium,3,no,no,3,21600,0.4
3482,829813,purchasing,middle,low,8,no,yes,3,24000,0.4
3483,828048,purchasing,middle,high,9,no,yes,3,58800,0.53
3484,261194,purchasing,junior,medium,1,no,no,5,21600,0.49
3485,337746,purchasing,senior,medium,9,no,yes,1,57600,0.3
3486,599998,purchasing,middle,high,4,no,no,3,58800,0.42
3487,969608,purchasing,middle,low,6,no,no,4,19200,0.65
3488,618813,sales,middle,medium,3,no,no,3,31200,0.12
3489,985864,purchasing,middle,high,6,no,no,3,58800,0.66
3490,379749,hr,junior,low,1,no,no,3,13200,0.21
3491,984694,sales,middle,high,7,no,no,4,49200,0.71
3492,351803,sales,junior,low,2,no,no,3,18000,0.52
3493,440121,sales,junior,low,1,no,no,3,12000,0.18
3494,234729,sales,middle,low,3,no,no,4,28800,0.67
3495,500054,sales,junior,medium,1,no,no,1,26400,0.34
3496,235614,technology,junior,high,1,no,no,4,43200,0.63
3497,940106,hr,middle,medium,4,no,no,4,40800,0.6
3498,796083,marketing,junior,low,1,no,no,4,20400,0.86
3499,218843,sales,middle,medium,1,no,no,3,42000,0.28
3500,856671,technology,junior,medium,3,no,yes,4,31200,0.69
3501,633181,technology,junior,low,4,no,no,4,15600,0.66
3502,511716,technology,junior,medium,4,no,no,3,31200,0.55
3503,185188,technology,middle,low,9,no,no,5,34800,0.77
3504,223412,marketing,middle,medium,4,no,no,3,36000,0.19
3505,800908,hr,junior,low,3,no,yes,3,15600,0.13
3506,318839,sales,middle,low,6,no,yes,4,28800,0.74
3507,651486,sales,junior,low,4,no,no,3,14400,0.31
3508,283446,technology,senior,medium,6,no,no,1,68400,0.32
3509,227845,hr,middle,low,7,no,no,3,25200,0.63
3510,142091,hr,junior,medium,1,no,no,3,22800,0.2
3511,210586,technology,middle,low,2,no,no,5,34800,0.69
3512,963146,purchasing,junior,high,2,no,no,4,39600,0.76
3513,712204,sales,junior,medium,2,no,no,5,25200,0.87
3514,824311,sales,junior,low,2,no,no,1,12000,0.3
3515,276317,sales,middle,high,8,no,yes,4,48000,0.5
3516,561999,marketing,middle,medium,7,no,no,2,39600,0.38
3517,675936,hr,junior,medium,1,no,yes,3,22800,0.03
3518,258835,sales,middle,low,6,no,no,5,19200,0.63
3519,968152,hr,middle,low,8,no,no,3,30000,0.62
3520,357911,sales,middle,medium,1,no,no,2,42000,0.38
3521,516937,purchasing,junior,medium,1,no,no,5,22800,0.48
3522,414499,sales,middle,high,5,no,no,4,57600,0.92
3523,504949,technology,junior,medium,2,no,no,3,34800,0.53
3524,557130,sales,junior,medium,2,no,no,4,25200,0.77
3525,890208,sales,middle,medium,1,no,yes,2,37200,0.09
3526,800370,sales,junior,medium,2,no,no,4,27600,0.76
3527,526055,hr,middle,medium,7,no,no,3,34800,0.58
3528,813816,sales,middle,medium,5,no,no,4,33600,0.6
3529,136671,technology,junior,low,2,no,no,4,15600,0.68
3530,791846,marketing,middle,low,5,no,no,5,31200,0.59
3531,220071,purchasing,junior,low,1,no,no,4,19200,0.69
3532,288019,marketing,junior,low,3,no,no,5,21600,0.9
3533,599436,sales,middle,low,7,no,no,4,24000,0.84
3534,907530,sales,junior,medium,2,no,no,5,21600,0.65
3535,287730,sales,junior,medium,1,no,no,5,25200,0.69
3536,636966,sales,middle,medium,3,no,no,2,31200,0.16
3537,408335,sales,junior,low,4,no,no,4,18000,0.77
3538,629575,sales,junior,medium,2,no,no,4,25200,0.91
3539,732615,hr,middle,low,3,no,no,4,25200,0.72
3540,837294,marketing,middle,medium,7,no,yes,3,39600,0.22
3541,456393,purchasing,junior,high,3,no,no,4,38400,0.79
3542,865857,technology,middle,high,8,no,no,3,61200,0.58
3543,501110,sales,middle,high,3,no,no,2,56400,0.31
3544,224290,sales,middle,low,10,no,no,4,24000,0.76
3545,876973,marketing,middle,medium,1,no,yes,4,46800,0.42
3546,189131,technology,middle,low,7,no,yes,3,21600,0.11
3547,434165,sales,junior,low,1,no,no,1,12000,0.22
3548,199729,sales,junior,low,1,no,no,3,12000,0.24
3549,470082,sales,senior,high,6,yes,no,2,62400,0.39
3550,966817,technology,junior,medium,1,no,no,2,26400,0.21
3551,680108,purchasing,junior,medium,1,no,no,4,25200,0.73
3552,447679,technology,junior,medium,3,no,no,4,31200,0.76
3553,284645,sales,junior,medium,3,no,no,3,26400,0.5
3554,743762,technology,middle,low,6,no,no,3,21600,0.32
3555,135288,marketing,middle,medium,4,no,no,3,46800,0.29
3556,298385,technology,middle,high,4,no,no,4,63600,0.6
3557,566189,hr,junior,medium,2,no,no,3,22800,0.4
3558,903313,sales,junior,low,4,no,yes,5,15600,0.61
3559,716802,hr,junior,low,2,no,yes,3,13200,0.15
3560,660178,purchasing,junior,low,2,no,no,4,12000,0.66
3561,383702,sales,junior,medium,1,no,no,4,21600,0.57
3562,836519,purchasing,middle,low,5,no,no,1,22800,0.29
3563,569068,sales,middle,high,5,no,no,4,52800,0.78
3564,548382,sales,junior,low,2,no,no,4,12000,0.63
3565,315065,purchasing,junior,low,1,no,no,3,19200,0.26
3566,217146,technology,senior,high,2,yes,yes,2,75600,0.13
3567,662294,sales,junior,low,3,no,no,3,12000,0.27
3568,124306,sales,middle,high,7,no,no,4,48000,0.66
3569,507448,technology,middle,medium,8,no,no,4,51600,0.79
3570,498123,purchasing,senior,high,8,no,no,4,79200,0.88
3571,562085,sales,senior,high,1,no,no,3,75600,0.41
3572,719189,sales,junior,high,1,no,no,4,31200,0.69
3573,649810,sales,middle,low,9,no,no,4,24000,0.76
3574,772552,sales,middle,medium,5,no,yes,2,42000,0.33
3575,496719,sales,junior,low,1,no,no,5,15600,0.63
3576,423994,sales,middle,medium,8,no,no,4,33600,0.71
3577,342647,sales,middle,low,6,no,no,4,28800,0.8
3578,361685,technology,junior,medium,3,no,no,4,31200,0.89
3579,796277,marketing,junior,low,1,no,no,5,14400,0.62
3580,197556,purchasing,senior,medium,6,no,no,3,50400,0.51
3581,119097,sales,junior,medium,1,no,no,5,28800,0.66
3582,153021,sales,middle,high,2,no,no,2,46800,0.23
3583,357987,sales,middle,low,3,no,no,4,28800,0.67
3584,490879,marketing,middle,medium,8,no,no,2,34800,0.35
3585,893309,marketing,junior,medium,2,no,no,5,28800,0.9
3586,960791,sales,junior,medium,1,no,no,4,21600,0.46
3587,215953,hr,junior,high,2,no,no,5,33600,0.66
3588,621971,purchasing,junior,low,3,no,no,4,15600,0.78
3589,605370,marketing,junior,low,1,no,no,3,16800,0.56
3590,550938,purchasing,junior,high,3,no,yes,3,32400,0.19
3591,971962,purchasing,middle,high,5,no,no,4,50400,0.71
3592,813958,sales,middle,high,8,no,no,3,51600,0.39
3593,982458,purchasing,middle,low,3,no,no,4,30000,0.64
3594,769289,hr,junior,low,1,no,no,3,13200,0.13
3595,520797,technology,senior,medium,9,no,no,3,61200,0.31
3596,756112,sales,middle,medium,8,no,no,5,44400,0.8
3597,464318,marketing,middle,low,5,no,no,4,31200,0.59
3598,929438,marketing,junior,medium,1,no,no,4,27600,0.63
3599,436218,purchasing,junior,medium,1,no,no,2,25200,0.4
3600,323860,marketing,middle,high,4,no,no,4,51600,0.51
3601,769194,hr,middle,low,3,no,no,4,25200,0.72
3602,183803,sales,junior,medium,2,no,no,4,27600,0.77
3603,859782,sales,junior,medium,1,no,no,4,21600,0.48
3604,406063,marketing,middle,high,3,no,no,4,57600,0.72
3605,113520,hr,middle,medium,2,no,no,3,34800,0.29
3606,333108,purchasing,middle,medium,4,no,no,3,42000,0.48
3607,332739,sales,middle,medium,2,no,no,5,38400,0.63
3608,274171,hr,middle,medium,7,no,no,4,40800,0.79
3609,839652,purchasing,junior,medium,2,no,yes,2,24000,0.21
3610,594349,technology,middle,medium,10,no,no,4,45600,0.92
3611,238224,purchasing,junior,medium,4,no,no,1,21600,0.28
3612,192253,hr,junior,medium,1,no,no,4,24000,0.52
3613,928340,marketing,middle,medium,7,no,no,1,44400,0.43
3614,424187,sales,middle,low,8,no,no,4,19200,0.66
3615,517610,sales,junior,low,1,no,no,3,14400,0.23
3616,978058,purchasing,junior,low,2,no,no,4,19200,0.79
3617,839841,technology,junior,medium,1,no,no,1,33600,0.29
3618,535906,technology,junior,low,2,no,yes,1,18000,0.21
3619,859856,purchasing,junior,medium,2,no,no,3,25200,0.48
3620,182834,sales,junior,low,1,no,no,4,12000,0.55
