,id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,quit
3125,753353,hr,middle,medium,4,no,no,4,46800,no
3126,535381,sales,junior,medium,1,no,no,5,28800,no
3127,868986,purchasing,middle,medium,4,no,no,4,39600,no
3128,408603,technology,middle,medium,4,no,no,5,40800,no
3129,875232,technology,middle,medium,8,no,no,4,40800,no
3130,920325,sales,junior,medium,2,no,no,5,28800,no
3131,271819,hr,middle,medium,6,no,no,3,34800,no
3132,141249,technology,junior,medium,2,no,no,3,26400,no
3133,458201,hr,middle,low,10,no,no,2,19200,no
3134,891015,marketing,junior,low,1,no,no,5,16800,no
3135,567323,marketing,junior,medium,3,no,no,3,27600,yes
3136,923352,sales,junior,high,2,no,no,4,33600,no
3137,167894,sales,middle,low,9,no,no,5,24000,no
3138,574556,technology,junior,low,4,no,no,4,15600,no
3139,186664,sales,junior,medium,1,no,no,3,27600,no
3140,515919,purchasing,middle,high,4,no,no,2,48000,no
3141,392912,sales,junior,low,1,no,no,2,12000,yes
3142,535006,technology,senior,medium,4,yes,no,4,55200,no
3143,282973,sales,junior,medium,1,no,no,4,21600,no
3144,741039,sales,junior,low,1,no,no,3,12000,yes
3145,429727,sales,junior,low,4,no,no,3,12000,yes
3146,147931,hr,middle,medium,10,no,yes,2,33600,no
3147,375061,purchasing,senior,medium,6,no,no,3,44400,no
3148,606447,hr,junior,medium,1,no,no,4,26400,no
3149,298848,technology,middle,high,4,no,no,3,68400,no
3150,557237,technology,middle,high,7,no,no,1,55200,no
3151,555915,marketing,junior,medium,1,no,no,4,24000,yes
3152,126984,purchasing,senior,high,2,yes,yes,4,73200,no
3153,201335,purchasing,middle,medium,2,no,no,3,42000,no
3154,748779,sales,junior,medium,1,no,no,4,21600,yes
3155,988122,marketing,junior,medium,1,no,no,4,24000,yes
3156,209935,hr,middle,medium,9,no,no,4,40800,no
3157,855975,hr,middle,medium,8,no,no,4,34800,no
3158,781957,hr,junior,medium,1,no,no,4,24000,no
3159,206962,technology,junior,medium,1,no,no,3,30000,yes
3160,311628,marketing,junior,low,2,no,yes,4,13200,yes
3161,464803,sales,middle,medium,7,no,no,2,42000,no
3162,322512,sales,junior,low,2,no,yes,5,18000,yes
3163,386852,marketing,middle,low,7,no,no,4,31200,no
3164,573958,sales,junior,medium,2,no,no,3,20400,no
3165,970010,sales,junior,low,2,no,yes,3,14400,yes
3166,689244,sales,middle,medium,3,no,no,4,33600,no
3167,370229,sales,junior,medium,1,no,no,3,24000,yes
3168,907417,hr,junior,low,2,no,no,4,19200,no
3169,174417,technology,junior,high,2,no,no,5,38400,no
3170,617368,marketing,senior,high,6,no,no,1,73200,no
3171,326932,hr,middle,low,6,no,no,2,19200,no
3172,220667,technology,middle,low,4,no,no,4,34800,no
3173,337891,marketing,junior,low,2,no,no,3,13200,yes
3174,172413,technology,middle,low,6,no,no,3,22800,no
3175,840809,sales,middle,medium,3,no,no,4,33600,no
3176,302633,sales,middle,low,6,yes,no,4,24000,no
3177,281470,sales,middle,high,7,no,no,4,54000,no
3178,797874,marketing,junior,medium,2,no,no,4,32400,no
3179,601746,technology,middle,medium,3,no,no,3,39600,no
3180,786392,sales,junior,low,2,no,no,1,14400,yes
3181,706441,technology,senior,medium,6,no,no,4,55200,no
3182,322524,sales,middle,low,7,no,no,3,22800,no
3183,740208,hr,junior,low,2,no,no,2,12000,yes
3184,526023,technology,junior,low,2,no,no,3,14400,no
3185,276135,purchasing,middle,medium,10,no,no,1,37200,no
3186,229781,technology,junior,medium,1,no,no,4,26400,no
3187,269079,sales,middle,low,7,no,no,5,28800,no
3188,192877,sales,junior,medium,2,no,no,3,25200,no
3189,142929,sales,senior,medium,3,no,no,5,44400,no
3190,876359,sales,middle,medium,7,no,no,3,42000,no
3191,232899,technology,junior,low,3,no,no,2,18000,yes
3192,684511,hr,middle,low,3,no,no,4,20400,no
3193,512425,purchasing,middle,high,3,no,no,4,58800,no
3194,182667,sales,middle,medium,8,no,yes,3,38400,no
3195,429842,marketing,middle,medium,6,no,no,5,46800,no
3196,757128,marketing,junior,medium,2,no,no,3,31200,yes
3197,320011,technology,junior,medium,2,no,no,4,26400,yes
3198,657880,technology,middle,high,6,no,no,4,63600,no
3199,528463,technology,junior,medium,3,no,no,4,31200,no
3200,705140,technology,middle,low,4,no,no,5,22800,no
3201,235536,sales,middle,high,8,no,no,3,45600,no
3202,505920,sales,middle,medium,5,no,no,4,33600,no
3203,711803,marketing,junior,medium,1,no,yes,4,31200,no
3204,353470,purchasing,junior,low,2,no,no,3,12000,yes
3205,329504,hr,middle,medium,2,no,yes,1,38400,no
3206,235645,marketing,junior,low,1,no,no,5,20400,no
3207,805068,sales,middle,low,2,no,no,2,27600,yes
3208,399732,sales,senior,medium,4,no,no,2,43200,no
3209,928232,sales,junior,medium,1,no,no,2,20400,no
3210,455539,purchasing,senior,high,5,no,no,3,75600,no
3211,323418,sales,junior,low,2,no,yes,2,12000,yes
3212,290455,purchasing,middle,high,3,yes,no,4,55200,no
3213,482507,sales,middle,high,7,no,yes,2,46800,no
3214,724841,purchasing,junior,medium,3,no,no,3,21600,yes
3215,267096,technology,junior,medium,3,no,no,4,34800,no
3216,976571,technology,junior,medium,3,no,no,4,26400,no
3217,837725,marketing,middle,low,4,no,no,3,19200,no
3218,993653,purchasing,junior,medium,3,no,no,4,22800,no
3219,922041,hr,junior,medium,1,no,no,4,26400,no
3220,177971,purchasing,middle,low,2,no,no,4,28800,no
3221,670588,sales,junior,medium,3,no,no,5,25200,no
3222,619012,sales,middle,medium,4,yes,no,4,38400,no
3223,730166,technology,middle,medium,6,no,no,3,39600,no
3224,390175,sales,senior,medium,6,no,no,4,46800,no
3225,465204,sales,middle,medium,5,no,no,4,38400,no
3226,147015,sales,junior,medium,2,no,no,4,25200,no
3227,166802,technology,middle,medium,7,no,no,4,45600,no
3228,764804,technology,junior,medium,2,no,no,4,31200,no
3229,467677,sales,junior,low,1,no,no,4,15600,yes
3230,490528,technology,junior,medium,2,no,no,4,27600,no
3231,252969,technology,junior,medium,1,no,no,2,33600,yes
3232,139075,marketing,middle,low,7,no,no,3,25200,no
3233,810336,technology,junior,medium,2,no,no,4,27600,no
3234,427660,purchasing,junior,medium,1,no,no,4,22800,no
3235,663994,technology,junior,low,3,no,no,5,20400,no
3236,749811,marketing,junior,low,2,no,no,3,13200,yes
3237,963612,technology,senior,high,10,yes,yes,3,76800,no
3238,957664,sales,middle,medium,8,no,no,4,43200,no
3239,800259,sales,middle,medium,9,no,no,3,38400,no
3240,752643,purchasing,junior,low,5,no,no,3,12000,yes
3241,234262,purchasing,middle,high,5,yes,no,4,49200,no
3242,998324,sales,middle,medium,7,no,no,5,38400,no
3243,574616,marketing,junior,high,1,no,no,5,36000,yes
3244,861090,marketing,middle,medium,8,no,yes,4,42000,no
3245,103857,sales,junior,medium,1,no,no,4,24000,no
3246,778435,sales,junior,medium,1,no,no,4,28800,yes
3247,915349,technology,middle,high,3,no,no,3,68400,no
3248,127833,marketing,senior,high,10,no,no,3,81600,no
3249,831868,sales,junior,medium,4,no,no,4,27600,no
3250,389233,sales,middle,medium,4,no,no,3,32400,no
3251,980648,hr,junior,high,1,no,no,4,37200,yes
3252,744453,hr,junior,medium,3,no,yes,4,30000,no
3253,174025,sales,junior,low,2,no,no,3,18000,yes
3254,309315,marketing,middle,low,5,no,no,3,31200,no
3255,645451,purchasing,middle,medium,10,no,no,4,34800,no
3256,811449,hr,middle,high,5,no,yes,3,54000,no
3257,838441,sales,junior,medium,2,no,no,3,26400,yes
3258,906322,hr,junior,low,1,no,no,2,15600,yes
3259,309274,technology,middle,low,4,yes,no,4,34800,no
3260,314801,technology,senior,medium,1,no,no,3,69600,no
3261,231188,hr,middle,medium,2,no,yes,3,44400,no
3262,727393,hr,junior,medium,2,no,no,3,30000,yes
3263,886836,sales,middle,medium,5,no,yes,3,31200,no
3264,717172,marketing,middle,low,7,no,no,5,25200,no
3265,869994,purchasing,junior,low,2,no,no,4,19200,no
3266,248912,marketing,junior,medium,1,no,no,5,31200,no
3267,816935,technology,senior,medium,9,no,no,3,69600,yes
3268,700153,hr,junior,low,1,no,no,4,13200,yes
3269,714630,marketing,middle,low,8,no,no,3,31200,no
3270,671214,marketing,middle,medium,9,no,no,4,48000,no
3271,433065,technology,middle,low,2,no,no,5,22800,yes
3272,796626,sales,junior,medium,3,no,no,3,24000,yes
3273,405951,purchasing,junior,medium,2,no,yes,3,25200,yes
3274,206046,sales,junior,medium,1,no,no,5,28800,no
3275,169227,sales,middle,high,2,no,no,4,48000,yes
3276,697941,technology,junior,low,1,no,no,1,14400,yes
3277,734462,marketing,middle,medium,8,no,no,4,46800,no
3278,796650,marketing,junior,low,1,no,no,4,18000,no
3279,925982,purchasing,junior,low,1,no,no,3,12000,yes
3280,295407,sales,senior,high,7,no,no,2,69600,no
3281,570801,sales,middle,medium,2,no,no,3,33600,no
3282,328045,sales,middle,medium,1,no,no,4,38400,yes
3283,254113,hr,senior,low,4,no,no,3,32400,no
3284,930360,technology,middle,medium,4,no,no,4,45600,no
3285,383969,purchasing,senior,medium,2,no,no,4,45600,no
3286,822730,technology,junior,low,2,no,no,5,24000,no
3287,690874,sales,junior,medium,2,no,no,5,22800,no
3288,975493,hr,middle,medium,6,no,no,5,42000,no
3289,817902,technology,senior,medium,6,yes,no,5,57600,no
3290,845606,technology,middle,medium,2,yes,no,4,51600,no
3291,421422,sales,junior,low,2,no,no,5,15600,no
3292,253498,sales,junior,low,1,no,yes,1,18000,no
3293,852318,hr,junior,medium,1,no,no,1,21600,yes
3294,128550,sales,middle,medium,3,no,no,2,32400,no
3295,537973,technology,junior,low,1,no,no,5,19200,yes
3296,327602,sales,junior,low,1,no,no,2,12000,yes
3297,144980,sales,junior,medium,1,no,no,4,25200,no
3298,249523,sales,middle,medium,5,no,yes,3,43200,no
3299,584687,marketing,junior,low,2,no,no,3,20400,yes
3300,614175,purchasing,middle,medium,8,no,yes,2,37200,no
3301,758710,technology,junior,low,1,no,no,1,14400,yes
3302,727575,technology,junior,low,1,no,no,5,19200,no
3303,117441,marketing,junior,high,2,no,no,4,38400,no
3304,624332,sales,junior,medium,2,no,yes,2,24000,yes
3305,534010,marketing,junior,high,2,no,no,4,38400,no
3306,707829,technology,junior,low,1,no,no,3,14400,yes
3307,446114,hr,middle,high,8,no,no,5,51600,no
3308,987382,marketing,junior,medium,5,no,no,4,28800,no
3309,416748,sales,junior,medium,3,no,no,3,24000,yes
3310,461192,technology,junior,low,3,no,no,2,14400,yes
3311,415612,sales,junior,low,2,no,no,3,15600,yes
3312,852840,hr,junior,medium,3,no,no,4,26400,no
3313,590899,sales,junior,low,5,no,no,2,12000,yes
3314,145956,technology,middle,low,5,no,no,4,34800,no
3315,592027,marketing,junior,medium,1,no,no,5,32400,no
3316,411118,marketing,junior,medium,1,no,no,4,31200,no
3317,388603,sales,middle,high,3,no,yes,4,48000,yes
3318,297115,sales,middle,low,2,no,no,5,24000,no
3319,842785,technology,junior,low,1,no,no,4,22800,yes
3320,733584,sales,junior,medium,1,no,yes,2,24000,yes
3321,189095,sales,junior,low,1,no,no,5,19200,yes
3322,374854,sales,senior,medium,6,no,no,4,52800,no
3323,990948,technology,junior,medium,1,no,no,3,30000,yes
3324,812956,hr,junior,medium,3,no,no,2,25200,yes
3325,299881,technology,junior,medium,2,no,no,4,31200,no
3326,682468,purchasing,senior,high,2,no,no,1,63600,no
3327,942080,technology,junior,low,5,no,no,4,19200,no
3328,849138,hr,middle,medium,5,no,no,3,44400,no
3329,245918,hr,middle,low,1,no,no,3,30000,yes
3330,499310,purchasing,junior,medium,2,no,no,5,28800,no
3331,600793,sales,junior,medium,2,no,no,5,27600,no
3332,809234,purchasing,middle,high,7,no,yes,4,54000,no
3333,813641,technology,junior,medium,2,no,no,3,33600,no
3334,750300,sales,junior,medium,1,no,yes,3,27600,yes
3335,622144,marketing,senior,high,10,no,no,1,73200,no
3336,544500,marketing,junior,high,2,no,no,1,36000,yes
3337,434463,sales,middle,medium,7,no,yes,4,43200,no
3338,510477,sales,middle,low,3,no,no,4,19200,no
3339,606967,purchasing,middle,high,7,no,no,4,49200,no
3340,203183,purchasing,senior,low,1,no,no,4,26400,no
3341,374147,sales,junior,medium,3,no,no,4,28800,no
3342,478328,marketing,middle,medium,6,no,no,5,36000,no
3343,746457,sales,junior,low,2,no,yes,2,12000,yes
3344,987403,marketing,middle,medium,7,no,no,5,36000,no
3345,203021,sales,junior,high,2,no,no,3,33600,yes
3346,399745,technology,senior,medium,6,no,no,4,56400,no
3347,699682,technology,middle,medium,7,no,no,4,50400,no
3348,871152,sales,middle,high,5,no,no,2,50400,no
3349,962400,hr,middle,medium,8,no,no,3,33600,no
3350,935824,sales,junior,low,1,no,no,4,18000,yes
3351,345760,technology,junior,low,1,no,no,4,22800,yes
3352,799368,purchasing,senior,medium,6,no,yes,1,56400,no
3353,742909,sales,junior,medium,2,no,no,3,20400,no
3354,331788,technology,senior,low,2,no,no,3,31200,yes
3355,382839,sales,junior,medium,1,no,yes,2,26400,yes
3356,937198,hr,middle,medium,9,no,no,5,39600,no
3357,376831,sales,junior,low,2,no,no,3,12000,yes
3358,843555,sales,middle,high,2,no,no,3,57600,no
3359,911024,sales,middle,low,3,yes,no,3,27600,no
3360,945882,technology,middle,low,7,no,no,3,33600,no
3361,144283,marketing,junior,low,1,no,no,4,16800,yes
3362,862221,marketing,middle,medium,6,no,no,4,46800,no
3363,374078,sales,middle,medium,6,no,yes,1,37200,no
3364,999158,purchasing,junior,medium,1,no,yes,1,21600,yes
3365,330461,sales,junior,low,2,no,no,3,12000,yes
3366,654196,hr,middle,low,7,no,no,3,30000,no
3367,402818,technology,middle,medium,7,no,no,4,46800,no
3368,713289,technology,middle,high,7,no,yes,4,68400,no
3369,119932,purchasing,junior,high,2,no,no,4,39600,no
3370,598098,sales,middle,medium,1,yes,no,3,36000,no
3371,700070,purchasing,junior,medium,4,no,yes,4,21600,no
3372,738620,sales,junior,low,2,no,yes,4,18000,yes
3373,345512,technology,middle,high,7,no,no,5,58800,no
3374,111442,technology,junior,low,1,no,no,1,18000,yes
3375,666245,technology,junior,medium,1,no,no,2,26400,yes
3376,141666,sales,middle,high,8,no,no,4,57600,no
3377,984817,sales,junior,low,2,no,no,2,12000,yes
3378,133966,marketing,junior,high,2,no,no,4,34800,no
3379,869887,purchasing,junior,medium,4,no,yes,3,28800,no
3380,517254,sales,middle,medium,8,no,no,4,38400,no
3381,835008,hr,middle,medium,8,no,no,3,43200,no
3382,409065,sales,middle,medium,2,no,no,1,32400,no
3383,686158,hr,senior,high,3,no,no,3,78000,no
3384,863140,technology,middle,high,2,no,no,4,62400,no
3385,265163,purchasing,middle,medium,1,no,no,3,32400,no
3386,158181,hr,middle,medium,8,no,no,4,36000,no
3387,629348,purchasing,senior,medium,5,no,no,4,60000,yes
3388,622349,sales,senior,medium,9,no,no,3,45600,no
3389,151233,sales,middle,low,6,no,yes,3,18000,no
3390,465605,purchasing,middle,medium,3,no,yes,4,38400,no
3391,270636,marketing,middle,low,5,no,no,4,31200,no
3392,268402,hr,junior,medium,1,no,no,4,24000,no
3393,192566,marketing,junior,medium,1,no,no,4,24000,no
3394,598822,technology,junior,medium,3,no,no,4,26400,no
3395,907111,technology,junior,low,2,no,no,4,15600,no
3396,610575,technology,middle,low,6,no,no,2,21600,no
3397,526084,purchasing,middle,low,4,no,no,4,30000,no
3398,136441,sales,senior,high,9,no,no,3,74400,no
3399,283084,purchasing,junior,medium,2,no,yes,3,27600,yes
3400,740100,purchasing,middle,high,5,no,no,2,48000,no
3401,877838,purchasing,middle,medium,8,no,no,4,33600,no
3402,960887,marketing,junior,low,1,no,no,4,21600,no
3403,872592,technology,middle,medium,3,no,yes,2,38400,no
3404,613601,sales,junior,medium,3,no,no,4,24000,yes
3405,403503,marketing,junior,medium,1,no,no,4,25200,yes
3406,898221,technology,middle,high,4,no,yes,4,68400,no
3407,621722,technology,junior,medium,2,no,no,3,26400,yes
3408,131970,hr,middle,low,6,no,no,4,19200,no
3409,507528,marketing,senior,high,6,no,no,4,68400,no
3410,563372,technology,middle,low,7,no,yes,4,33600,no
3411,871502,sales,junior,low,1,no,no,3,18000,yes
3412,664306,purchasing,middle,medium,7,no,no,3,33600,no
3413,298085,technology,junior,medium,2,no,no,3,30000,yes
3414,765226,sales,middle,medium,6,no,no,4,44400,no
3415,611658,technology,middle,high,6,no,no,3,67200,no
3416,635559,hr,junior,low,2,no,no,1,15600,yes
3417,193575,sales,middle,low,8,no,no,4,28800,no
3418,459684,sales,middle,medium,8,no,no,5,39600,no
3419,220224,sales,middle,medium,7,no,no,2,42000,no
3420,540739,hr,middle,high,5,no,no,4,61200,no
3421,957162,sales,middle,medium,3,no,no,5,38400,no
3422,951594,marketing,middle,low,7,no,no,4,20400,no
3423,323199,technology,middle,low,5,no,no,3,27600,no
3424,748542,marketing,junior,low,2,no,no,4,13200,yes
3425,319132,purchasing,junior,low,1,no,no,4,19200,yes
3426,997272,hr,junior,medium,1,no,no,1,25200,yes
3427,294336,technology,middle,low,7,no,no,3,33600,no
3428,529157,technology,senior,high,10,no,no,4,86400,no
3429,189605,marketing,middle,medium,7,no,no,1,39600,no
3430,908271,purchasing,junior,medium,4,no,no,3,28800,no
3431,279794,purchasing,senior,high,3,no,no,3,79200,no
3432,498444,sales,junior,medium,1,no,no,4,27600,no
3433,880568,sales,middle,medium,10,no,no,3,42000,no
3434,852117,sales,middle,medium,5,no,no,1,31200,no
3435,885070,technology,middle,high,10,no,no,3,68400,no
3436,204128,sales,junior,low,2,no,no,4,18000,no
3437,164833,sales,middle,medium,7,no,yes,3,33600,no
3438,946626,sales,senior,medium,10,no,no,3,57600,no
3439,204070,sales,junior,medium,1,no,no,4,28800,no
3440,112463,technology,middle,low,5,yes,no,4,22800,no
3441,225834,technology,junior,medium,2,no,no,3,31200,no
3442,320264,marketing,junior,medium,2,no,yes,4,28800,no
3443,871965,purchasing,middle,low,6,no,no,3,24000,no
3444,558725,sales,junior,medium,3,no,yes,3,27600,yes
3445,304158,sales,middle,high,2,yes,no,4,49200,no
3446,639281,marketing,middle,high,7,no,no,2,50400,no
3447,567438,sales,junior,medium,1,no,no,4,25200,no
3448,633605,hr,junior,medium,3,no,no,3,30000,no
3449,427761,hr,senior,medium,2,no,no,3,60000,yes
3450,451611,sales,middle,medium,7,no,yes,3,36000,no
3451,906912,marketing,junior,medium,2,no,no,3,30000,no
3452,330803,technology,senior,medium,10,no,no,4,55200,no
3453,817278,technology,senior,medium,8,no,yes,3,61200,no
3454,935385,sales,junior,medium,3,no,no,3,21600,yes
3455,543947,technology,middle,medium,2,no,yes,2,44400,no
3456,432652,sales,middle,high,4,no,yes,2,50400,no
3457,138840,purchasing,middle,medium,6,no,no,5,33600,no
3458,723974,marketing,middle,high,4,no,no,5,51600,yes
3459,221758,sales,junior,medium,5,no,no,3,27600,no
3460,969331,sales,middle,medium,7,no,no,4,38400,no
3461,864152,sales,middle,medium,5,no,no,3,37200,no
3462,130836,sales,middle,high,6,no,yes,2,45600,no
3463,917723,technology,middle,medium,7,no,no,4,51600,no
3464,759576,technology,middle,low,4,no,no,4,33600,no
3465,228956,sales,junior,medium,4,no,no,3,24000,no
3466,411913,technology,middle,low,4,no,yes,3,27600,no
3467,400720,purchasing,middle,medium,1,no,no,3,38400,no
3468,380958,sales,junior,medium,2,no,no,2,24000,no
3469,581790,technology,middle,high,4,no,no,4,69600,no
3470,221944,sales,senior,high,7,no,no,2,62400,no
3471,555913,sales,middle,high,6,no,no,3,50400,no
3472,441158,purchasing,junior,low,3,no,no,4,19200,no
3473,570741,sales,junior,medium,1,no,no,3,20400,yes
3474,969766,purchasing,middle,medium,6,yes,yes,3,33600,no
3475,410255,technology,middle,medium,8,no,no,4,51600,no
3476,808939,marketing,senior,high,8,no,no,3,81600,no
3477,707887,purchasing,senior,medium,3,no,yes,1,44400,no
3478,216674,sales,middle,low,4,no,no,4,19200,no
3479,819709,sales,middle,high,7,no,yes,4,58800,no
3480,419858,purchasing,middle,high,1,no,no,1,46800,yes
3481,476458,sales,middle,low,7,no,no,5,24000,no
3482,239289,sales,junior,medium,1,no,no,4,21600,yes
3483,421637,purchasing,junior,low,4,no,no,3,18000,yes
3484,576060,purchasing,junior,medium,3,no,no,3,25200,yes
3485,472476,purchasing,junior,medium,2,no,no,3,28800,yes
3486,435480,sales,middle,medium,2,no,no,5,33600,no
3487,176960,purchasing,middle,low,1,no,no,3,28800,yes
3488,447128,sales,junior,low,2,no,no,4,18000,no
3489,245938,sales,middle,medium,5,no,no,5,38400,no
3490,336522,technology,junior,low,1,no,no,4,15600,yes
3491,255595,sales,middle,medium,4,no,no,4,38400,no
3492,542607,marketing,junior,medium,1,no,yes,1,22800,yes
3493,480594,technology,middle,low,3,no,no,4,22800,yes
3494,508346,technology,middle,low,5,no,no,2,27600,no
3495,133867,purchasing,junior,medium,5,no,no,4,25200,no
3496,869057,sales,middle,low,6,no,no,4,19200,no
3497,734488,sales,senior,high,8,no,no,5,73200,no
3498,472435,purchasing,junior,low,2,no,no,4,19200,no
3499,248449,marketing,junior,medium,1,no,no,5,27600,no
3500,200288,sales,middle,medium,9,no,no,4,33600,no
3501,557583,marketing,junior,medium,3,no,yes,3,30000,yes
3502,704698,technology,junior,medium,1,no,no,4,34800,no
3503,756540,purchasing,junior,medium,4,no,no,5,28800,no
3504,629685,technology,middle,medium,5,no,no,2,38400,no
3505,537747,purchasing,junior,medium,1,no,no,2,24000,yes
3506,553592,technology,junior,high,2,no,no,2,37200,yes
3507,117519,sales,junior,low,3,no,no,4,15600,no
3508,339592,purchasing,junior,low,1,no,yes,4,15600,yes
3509,146415,technology,middle,medium,8,no,no,2,39600,no
3510,198668,sales,middle,low,7,no,yes,4,19200,no
3511,612656,technology,middle,low,1,no,no,4,28800,no
3512,245681,marketing,junior,medium,1,no,no,4,24000,no
3513,503920,technology,middle,medium,6,no,no,3,39600,no
3514,218256,sales,middle,high,6,no,no,5,50400,no
3515,642686,hr,middle,high,6,no,no,3,55200,no
3516,324734,marketing,junior,medium,3,no,no,3,22800,yes
3517,996316,sales,junior,high,3,no,no,4,38400,no
3518,747251,technology,junior,low,1,no,no,5,19200,yes
3519,620770,technology,junior,low,2,no,no,2,14400,yes
3520,848393,hr,middle,low,6,no,yes,3,30000,no
3521,438945,sales,junior,low,1,no,no,5,12000,yes
3522,324407,purchasing,middle,medium,8,no,no,5,45600,no
3523,678984,hr,junior,low,1,no,no,5,16800,yes
3524,195573,sales,middle,high,8,no,yes,3,52800,no
3525,447506,sales,junior,medium,3,no,no,3,26400,yes
3526,414411,purchasing,junior,high,1,no,yes,3,38400,yes
3527,160637,technology,middle,high,5,no,no,3,62400,no
3528,596686,technology,senior,high,8,no,no,3,84000,no
3529,710950,purchasing,junior,medium,1,no,no,5,22800,no
3530,798613,purchasing,middle,high,8,no,no,3,46800,no
3531,791500,sales,middle,low,6,yes,no,3,27600,yes
3532,193880,sales,middle,medium,5,no,no,3,37200,no
3533,236546,technology,middle,low,5,yes,no,2,21600,no
3534,329585,sales,junior,low,2,no,no,4,12000,yes
3535,982270,hr,middle,medium,5,no,no,4,34800,no
3536,467065,sales,middle,medium,4,no,no,4,33600,no
3537,534098,purchasing,junior,medium,2,no,no,5,26400,no
3538,706455,marketing,junior,high,2,no,no,3,33600,yes
3539,894951,marketing,junior,low,1,no,no,4,16800,yes
3540,645300,purchasing,junior,low,4,no,no,4,19200,no
3541,951310,technology,middle,medium,4,no,no,3,45600,no
3542,219369,purchasing,junior,medium,3,no,no,4,22800,no
3543,312378,technology,junior,medium,3,no,no,4,26400,no
3544,945329,sales,middle,high,7,no,no,2,51600,no
3545,448739,marketing,middle,medium,4,no,yes,4,36000,no
3546,741256,purchasing,junior,high,1,no,no,3,33600,yes
3547,427991,marketing,middle,medium,5,no,no,5,46800,no
3548,570057,sales,middle,medium,8,no,no,4,33600,no
3549,652226,marketing,senior,high,4,no,no,4,68400,no
3550,319156,sales,junior,medium,1,no,no,3,27600,yes
3551,293516,sales,junior,medium,1,no,no,4,21600,yes
3552,102630,technology,junior,medium,2,no,no,2,30000,yes
3553,755354,sales,junior,medium,2,no,yes,4,21600,yes
3554,494682,hr,senior,high,2,yes,no,4,67200,no
3555,955231,technology,junior,low,1,no,yes,4,19200,yes
3556,686370,hr,middle,low,5,no,no,4,20400,no
3557,514461,marketing,middle,high,10,no,no,5,62400,no
3558,282309,technology,junior,low,1,no,no,4,22800,yes
3559,329564,technology,middle,low,7,no,no,3,27600,no
3560,637231,technology,middle,high,6,no,no,3,55200,no
3561,531888,sales,junior,medium,1,no,yes,1,26400,yes
3562,553807,marketing,junior,medium,1,no,no,1,30000,yes
3563,677055,technology,junior,medium,1,no,no,3,30000,yes
3564,458795,purchasing,middle,low,5,no,no,3,24000,no
3565,451698,purchasing,senior,medium,4,no,no,3,60000,no
3566,842635,sales,senior,medium,10,no,no,4,52800,no
3567,310372,sales,middle,high,6,no,no,3,50400,no
3568,864083,purchasing,middle,medium,6,no,no,3,39600,no
3569,782580,purchasing,junior,low,1,no,no,1,15600,yes
3570,250679,purchasing,junior,medium,4,no,no,4,26400,no
3571,567636,sales,junior,medium,1,no,no,3,24000,yes
3572,979410,hr,senior,low,5,no,no,1,32400,no
3573,393556,technology,middle,low,9,no,no,3,27600,no
3574,725152,sales,senior,low,4,no,no,5,38400,no
3575,494774,hr,middle,low,3,no,no,4,25200,no
3576,416159,sales,junior,low,2,no,no,2,18000,yes
3577,557181,sales,junior,low,1,no,no,5,12000,yes
3578,470228,sales,middle,high,6,no,no,1,50400,no
3579,130359,hr,middle,low,2,no,no,4,30000,no
3580,659716,purchasing,junior,medium,1,no,no,2,21600,yes
3581,445156,technology,junior,medium,3,no,no,2,30000,yes
3582,548380,marketing,junior,medium,4,no,yes,4,27600,no
3583,814577,sales,middle,medium,7,no,yes,1,42000,no
3584,140524,sales,junior,low,1,no,yes,4,15600,yes
3585,249102,marketing,junior,medium,3,no,no,1,22800,yes
3586,221779,purchasing,junior,low,1,no,no,4,12000,yes
3587,795636,technology,middle,medium,3,no,no,4,51600,no
3588,209652,technology,middle,low,1,no,yes,3,33600,yes
3589,150136,technology,junior,low,3,no,no,4,22800,no
3590,188107,hr,junior,low,2,no,no,4,13200,no
3591,881410,technology,junior,medium,4,no,no,5,26400,no
3592,905545,sales,middle,high,6,no,no,3,52800,no
3593,192245,hr,junior,low,1,no,no,3,15600,yes
3594,932669,sales,junior,medium,3,no,no,4,27600,no
3595,481010,technology,middle,medium,2,no,no,4,51600,no
3596,805312,purchasing,middle,high,6,no,no,3,52800,no
3597,216492,technology,middle,medium,7,no,no,4,40800,no
3598,378434,marketing,senior,low,7,no,no,4,33600,no
3599,335113,purchasing,middle,medium,7,no,no,5,38400,no
3600,961087,hr,middle,medium,10,no,no,5,39600,no
3601,772744,marketing,middle,high,4,no,no,2,60000,no
3602,927926,sales,senior,medium,7,no,no,2,44400,no
3603,308060,marketing,junior,medium,1,no,no,4,27600,no
3604,414765,technology,middle,medium,6,no,no,4,45600,no
3605,939987,sales,middle,low,5,no,yes,3,24000,no
3606,121196,purchasing,middle,medium,4,no,yes,4,45600,no
3607,472378,technology,middle,medium,1,no,no,4,45600,no
3608,940617,purchasing,middle,medium,9,no,no,5,45600,no
3609,264369,purchasing,junior,low,2,no,no,4,19200,no
3610,638671,marketing,junior,low,2,no,no,5,16800,no
3611,657404,sales,junior,medium,1,no,no,4,25200,no
3612,497406,marketing,middle,medium,4,no,yes,2,34800,no
3613,636964,sales,junior,medium,3,no,yes,3,24000,yes
3614,544412,hr,junior,medium,1,no,yes,3,26400,yes
